"caseid","teamweight","birthyr","educ","race","CC21_330a","pid3","pid7","gender4","BGU_Trumpapproval","CC21_315a","treatment_group","BGU_conf1","BGU_conf2","BGU_conf3","BGU_conf4","BGU_conf5","BGU_conf6","BGU_knowledge1","BGU_knowledge2","BGU_knowledge3","BGU_knowledge4","BGU_knowledge5","BGU_knowledge6","BGU_discussion1","BGU_discussion2","BGU_discussion3","BGU_discussion4","BGU_discussion5","BGU_discussion6","BGU_discussion7","BGU_discussion8","BGU_discussion9","ideo5","newsint","faminc_new","knowledge","inverted_BGU_discussion1","inverted_BGU_discussion2","inverted_BGU_discussion3","inverted_BGU_discussion4","inverted_BGU_discussion5","inverted_BGU_discussion6","inverted_BGU_discussion7","inverted_BGU_discussion8","inverted_BGU_discussion9","pol_dis_friend","BGU_conf1_rec","BGU_conf2_rec","BGU_conf3_rec","BGU_conf4_rec","BGU_conf5_rec","BGU_conf6_rec","SCI","policy_positions_raw","policy_opinion","policy_issue","control","libtrump","contrump","libfriend","confriend","treatment_status","age","race_white","male","trump_approve","trump_approve_num","democrat","republican","independent","party_id"
1623017045,0.926528940612826,1974,3,1,4,3,4,1,3,4,"TL",5,1,4,5,5,5,2,1,2,3,3,1,1,1,6,1,1,1,1,6,2,NA,4,4,1,6,6,1,6,6,6,6,1,5,4.78,1,1,1,3,3,1,1,"BGU_Trumplib6",1,6,0,1,0,0,0,1,47,1,1,"Neither",2,0,0,1,"Independent/Other"
1623017045,0.926528940612826,1974,3,1,4,3,4,1,3,4,"TL",5,1,4,5,5,5,2,1,2,3,3,1,1,1,6,1,1,1,1,6,2,NA,4,4,1,6,6,1,6,6,6,6,1,5,4.78,1,1,1,3,3,1,1,"BGU_Trumplib7",1,7,0,1,0,0,0,1,47,1,1,"Neither",2,0,0,1,"Independent/Other"
1623017045,0.926528940612826,1974,3,1,4,3,4,1,3,4,"TL",5,1,4,5,5,5,2,1,2,3,3,1,1,1,6,1,1,1,1,6,2,NA,4,4,1,6,6,1,6,6,6,6,1,5,4.78,1,1,1,3,3,1,1,"BGU_Trumplib8",-1,8,0,1,0,0,0,1,47,1,1,"Neither",2,0,0,1,"Independent/Other"
1623017045,0.926528940612826,1974,3,1,4,3,4,1,3,4,"TL",5,1,4,5,5,5,2,1,2,3,3,1,1,1,6,1,1,1,1,6,2,NA,4,4,1,6,6,1,6,6,6,6,1,5,4.78,1,1,1,3,3,1,1,"BGU_Trumplib9",1,9,0,1,0,0,0,1,47,1,1,"Neither",2,0,0,1,"Independent/Other"
1623024861,1.30111554062651,1984,5,7,6,2,7,1,1,4,"TC",9,9,9,9,9,9,9,9,-7,3,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,"BGU_Trumpcon1",0,1,0,0,1,0,0,1,37,0,1,"Approve",3,0,1,0,"Republican"
1623024861,1.30111554062651,1984,5,7,6,2,7,1,1,4,"TC",9,9,9,9,9,9,9,9,-7,3,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,"BGU_Trumpcon2",0,2,0,0,1,0,0,1,37,0,1,"Approve",3,0,1,0,"Republican"
1623024861,1.30111554062651,1984,5,7,6,2,7,1,1,4,"TC",9,9,9,9,9,9,9,9,-7,3,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,"BGU_Trumpcon3",0,3,0,0,1,0,0,1,37,0,1,"Approve",3,0,1,0,"Republican"
1623024861,1.30111554062651,1984,5,7,6,2,7,1,1,4,"TC",9,9,9,9,9,9,9,9,-7,3,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,"BGU_Trumpcon4",0,4,0,0,1,0,0,1,37,0,1,"Approve",3,0,1,0,"Republican"
1623024861,1.30111554062651,1984,5,7,6,2,7,1,1,4,"TC",9,9,9,9,9,9,9,9,-7,3,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,"BGU_Trumpcon5",0,5,0,0,1,0,0,1,37,0,1,"Approve",3,0,1,0,"Republican"
1623024861,1.30111554062651,1984,5,7,6,2,7,1,1,4,"TC",9,9,9,9,9,9,9,9,-7,3,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,"BGU_Trumpcon6",0,6,0,0,1,0,0,1,37,0,1,"Approve",3,0,1,0,"Republican"
1623024861,1.30111554062651,1984,5,7,6,2,7,1,1,4,"TC",9,9,9,9,9,9,9,9,-7,3,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,"BGU_Trumpcon7",0,7,0,0,1,0,0,1,37,0,1,"Approve",3,0,1,0,"Republican"
1623024861,1.30111554062651,1984,5,7,6,2,7,1,1,4,"TC",9,9,9,9,9,9,9,9,-7,3,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,"BGU_Trumpcon8",0,8,0,0,1,0,0,1,37,0,1,"Approve",3,0,1,0,"Republican"
1623024861,1.30111554062651,1984,5,7,6,2,7,1,1,4,"TC",9,9,9,9,9,9,9,9,-7,3,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,"BGU_Trumpcon9",0,9,0,0,1,0,0,1,37,0,1,"Approve",3,0,1,0,"Republican"
1621601467,0.489454892634544,1958,4,6,7,4,5,1,1,4,"CFL",3,3,1,3,3,2,1,1,6,3,1,3,4,3,6,4,5,5,4,3,4,5,1,11,5,3,4,1,3,2,2,3,4,3,2.78,2,2,3,2,2,3,2.5,"BGU_friendlib1",-1,1,0,0,0,1,0,1,63,0,1,"Approve",3,0,0,0,"Independent/Other"
1621601467,0.489454892634544,1958,4,6,7,4,5,1,1,4,"CFL",3,3,1,3,3,2,1,1,6,3,1,3,4,3,6,4,5,5,4,3,4,5,1,11,5,3,4,1,3,2,2,3,4,3,2.78,2,2,3,2,2,3,2.5,"BGU_friendlib2",-1,2,0,0,0,1,0,1,63,0,1,"Approve",3,0,0,0,"Independent/Other"
1621601467,0.489454892634544,1958,4,6,7,4,5,1,1,4,"CFL",3,3,1,3,3,2,1,1,6,3,1,3,4,3,6,4,5,5,4,3,4,5,1,11,5,3,4,1,3,2,2,3,4,3,2.78,2,2,3,2,2,3,2.5,"BGU_friendlib3",-1,3,0,0,0,1,0,1,63,0,1,"Approve",3,0,0,0,"Independent/Other"
1621601467,0.489454892634544,1958,4,6,7,4,5,1,1,4,"CFL",3,3,1,3,3,2,1,1,6,3,1,3,4,3,6,4,5,5,4,3,4,5,1,11,5,3,4,1,3,2,2,3,4,3,2.78,2,2,3,2,2,3,2.5,"BGU_friendlib4",-1,4,0,0,0,1,0,1,63,0,1,"Approve",3,0,0,0,"Independent/Other"
1621601467,0.489454892634544,1958,4,6,7,4,5,1,1,4,"CFL",3,3,1,3,3,2,1,1,6,3,1,3,4,3,6,4,5,5,4,3,4,5,1,11,5,3,4,1,3,2,2,3,4,3,2.78,2,2,3,2,2,3,2.5,"BGU_friendlib5",-1,5,0,0,0,1,0,1,63,0,1,"Approve",3,0,0,0,"Independent/Other"
1621601467,0.489454892634544,1958,4,6,7,4,5,1,1,4,"CFL",3,3,1,3,3,2,1,1,6,3,1,3,4,3,6,4,5,5,4,3,4,5,1,11,5,3,4,1,3,2,2,3,4,3,2.78,2,2,3,2,2,3,2.5,"BGU_friendlib6",-1,6,0,0,0,1,0,1,63,0,1,"Approve",3,0,0,0,"Independent/Other"
1621601467,0.489454892634544,1958,4,6,7,4,5,1,1,4,"CFL",3,3,1,3,3,2,1,1,6,3,1,3,4,3,6,4,5,5,4,3,4,5,1,11,5,3,4,1,3,2,2,3,4,3,2.78,2,2,3,2,2,3,2.5,"BGU_friendlib7",1,7,0,0,0,1,0,1,63,0,1,"Approve",3,0,0,0,"Independent/Other"
1621601467,0.489454892634544,1958,4,6,7,4,5,1,1,4,"CFL",3,3,1,3,3,2,1,1,6,3,1,3,4,3,6,4,5,5,4,3,4,5,1,11,5,3,4,1,3,2,2,3,4,3,2.78,2,2,3,2,2,3,2.5,"BGU_friendlib8",-1,8,0,0,0,1,0,1,63,0,1,"Approve",3,0,0,0,"Independent/Other"
1621601467,0.489454892634544,1958,4,6,7,4,5,1,1,4,"CFL",3,3,1,3,3,2,1,1,6,3,1,3,4,3,6,4,5,5,4,3,4,5,1,11,5,3,4,1,3,2,2,3,4,3,2.78,2,2,3,2,2,3,2.5,"BGU_friendlib9",-1,9,0,0,0,1,0,1,63,0,1,"Approve",3,0,0,0,"Independent/Other"
1623041467,1.10618821903075,1962,1,1,8,2,6,2,1,4,"CFC",1,2,1,1,1,1,9,1,-7,9,9,9,6,6,6,6,6,6,6,6,6,NA,4,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,2.5,"BGU_friendcon1",1,1,0,0,0,0,1,1,59,1,0,"Approve",3,0,1,0,"Republican"
1623041467,1.10618821903075,1962,1,1,8,2,6,2,1,4,"CFC",1,2,1,1,1,1,9,1,-7,9,9,9,6,6,6,6,6,6,6,6,6,NA,4,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,2.5,"BGU_friendcon2",1,2,0,0,0,0,1,1,59,1,0,"Approve",3,0,1,0,"Republican"
1623041467,1.10618821903075,1962,1,1,8,2,6,2,1,4,"CFC",1,2,1,1,1,1,9,1,-7,9,9,9,6,6,6,6,6,6,6,6,6,NA,4,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,2.5,"BGU_friendcon3",1,3,0,0,0,0,1,1,59,1,0,"Approve",3,0,1,0,"Republican"
1623041467,1.10618821903075,1962,1,1,8,2,6,2,1,4,"CFC",1,2,1,1,1,1,9,1,-7,9,9,9,6,6,6,6,6,6,6,6,6,NA,4,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,2.5,"BGU_friendcon4",1,4,0,0,0,0,1,1,59,1,0,"Approve",3,0,1,0,"Republican"
1623041467,1.10618821903075,1962,1,1,8,2,6,2,1,4,"CFC",1,2,1,1,1,1,9,1,-7,9,9,9,6,6,6,6,6,6,6,6,6,NA,4,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,2.5,"BGU_friendcon5",1,5,0,0,0,0,1,1,59,1,0,"Approve",3,0,1,0,"Republican"
1623041467,1.10618821903075,1962,1,1,8,2,6,2,1,4,"CFC",1,2,1,1,1,1,9,1,-7,9,9,9,6,6,6,6,6,6,6,6,6,NA,4,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,2.5,"BGU_friendcon6",1,6,0,0,0,0,1,1,59,1,0,"Approve",3,0,1,0,"Republican"
1623041467,1.10618821903075,1962,1,1,8,2,6,2,1,4,"CFC",1,2,1,1,1,1,9,1,-7,9,9,9,6,6,6,6,6,6,6,6,6,NA,4,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,2.5,"BGU_friendcon7",1,7,0,0,0,0,1,1,59,1,0,"Approve",3,0,1,0,"Republican"
1623041467,1.10618821903075,1962,1,1,8,2,6,2,1,4,"CFC",1,2,1,1,1,1,9,1,-7,9,9,9,6,6,6,6,6,6,6,6,6,NA,4,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,2.5,"BGU_friendcon8",1,8,0,0,0,0,1,1,59,1,0,"Approve",3,0,1,0,"Republican"
1623041467,1.10618821903075,1962,1,1,8,2,6,2,1,4,"CFC",1,2,1,1,1,1,9,1,-7,9,9,9,6,6,6,6,6,6,6,6,6,NA,4,2,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,2.5,"BGU_friendcon9",1,9,0,0,0,0,1,1,59,1,0,"Approve",3,0,1,0,"Republican"
1622951453,0.777741325631739,1960,5,1,2,1,1,2,5,2,"TL",9,3,4,9,2,4,1,1,6,1,1,3,3,3,6,6,6,3,3,4,4,2,2,10,6,4,4,1,1,1,4,4,3,3,2.78,2,2,1,2,1,1,1.5,"BGU_Trumplib1",1,1,0,1,0,0,0,1,61,1,0,"Disapprove",1,1,0,0,"Democrat"
1622951453,0.777741325631739,1960,5,1,2,1,1,2,5,2,"TL",9,3,4,9,2,4,1,1,6,1,1,3,3,3,6,6,6,3,3,4,4,2,2,10,6,4,4,1,1,1,4,4,3,3,2.78,2,2,1,2,1,1,1.5,"BGU_Trumplib2",1,2,0,1,0,0,0,1,61,1,0,"Disapprove",1,1,0,0,"Democrat"
1622951453,0.777741325631739,1960,5,1,2,1,1,2,5,2,"TL",9,3,4,9,2,4,1,1,6,1,1,3,3,3,6,6,6,3,3,4,4,2,2,10,6,4,4,1,1,1,4,4,3,3,2.78,2,2,1,2,1,1,1.5,"BGU_Trumplib3",1,3,0,1,0,0,0,1,61,1,0,"Disapprove",1,1,0,0,"Democrat"
1622951453,0.777741325631739,1960,5,1,2,1,1,2,5,2,"TL",9,3,4,9,2,4,1,1,6,1,1,3,3,3,6,6,6,3,3,4,4,2,2,10,6,4,4,1,1,1,4,4,3,3,2.78,2,2,1,2,1,1,1.5,"BGU_Trumplib4",1,4,0,1,0,0,0,1,61,1,0,"Disapprove",1,1,0,0,"Democrat"
1622951453,0.777741325631739,1960,5,1,2,1,1,2,5,2,"TL",9,3,4,9,2,4,1,1,6,1,1,3,3,3,6,6,6,3,3,4,4,2,2,10,6,4,4,1,1,1,4,4,3,3,2.78,2,2,1,2,1,1,1.5,"BGU_Trumplib5",1,5,0,1,0,0,0,1,61,1,0,"Disapprove",1,1,0,0,"Democrat"
1622951453,0.777741325631739,1960,5,1,2,1,1,2,5,2,"TL",9,3,4,9,2,4,1,1,6,1,1,3,3,3,6,6,6,3,3,4,4,2,2,10,6,4,4,1,1,1,4,4,3,3,2.78,2,2,1,2,1,1,1.5,"BGU_Trumplib6",1,6,0,1,0,0,0,1,61,1,0,"Disapprove",1,1,0,0,"Democrat"
1622951453,0.777741325631739,1960,5,1,2,1,1,2,5,2,"TL",9,3,4,9,2,4,1,1,6,1,1,3,3,3,6,6,6,3,3,4,4,2,2,10,6,4,4,1,1,1,4,4,3,3,2.78,2,2,1,2,1,1,1.5,"BGU_Trumplib7",1,7,0,1,0,0,0,1,61,1,0,"Disapprove",1,1,0,0,"Democrat"
1622951453,0.777741325631739,1960,5,1,2,1,1,2,5,2,"TL",9,3,4,9,2,4,1,1,6,1,1,3,3,3,6,6,6,3,3,4,4,2,2,10,6,4,4,1,1,1,4,4,3,3,2.78,2,2,1,2,1,1,1.5,"BGU_Trumplib8",1,8,0,1,0,0,0,1,61,1,0,"Disapprove",1,1,0,0,"Democrat"
1622951453,0.777741325631739,1960,5,1,2,1,1,2,5,2,"TL",9,3,4,9,2,4,1,1,6,1,1,3,3,3,6,6,6,3,3,4,4,2,2,10,6,4,4,1,1,1,4,4,3,3,2.78,2,2,1,2,1,1,1.5,"BGU_Trumplib9",1,9,0,1,0,0,0,1,61,1,0,"Disapprove",1,1,0,0,"Democrat"
1622908461,0.742021113880517,1953,3,1,6,3,5,2,1,4,"control",2,4,1,4,4,2,9,1,6,9,1,3,6,6,6,3,5,6,6,4,6,4,2,9,4,1,1,1,4,2,1,1,3,1,1.67,3,3,3,3,3,3,3,"BGU_control1",1,1,1,0,0,0,0,0,68,1,0,"Approve",3,0,0,1,"Independent/Other"
1622908461,0.742021113880517,1953,3,1,6,3,5,2,1,4,"control",2,4,1,4,4,2,9,1,6,9,1,3,6,6,6,3,5,6,6,4,6,4,2,9,4,1,1,1,4,2,1,1,3,1,1.67,3,3,3,3,3,3,3,"BGU_control2",-1,2,1,0,0,0,0,0,68,1,0,"Approve",3,0,0,1,"Independent/Other"
1622908461,0.742021113880517,1953,3,1,6,3,5,2,1,4,"control",2,4,1,4,4,2,9,1,6,9,1,3,6,6,6,3,5,6,6,4,6,4,2,9,4,1,1,1,4,2,1,1,3,1,1.67,3,3,3,3,3,3,3,"BGU_control3",0,3,1,0,0,0,0,0,68,1,0,"Approve",3,0,0,1,"Independent/Other"
1622908461,0.742021113880517,1953,3,1,6,3,5,2,1,4,"control",2,4,1,4,4,2,9,1,6,9,1,3,6,6,6,3,5,6,6,4,6,4,2,9,4,1,1,1,4,2,1,1,3,1,1.67,3,3,3,3,3,3,3,"BGU_control4",-1,4,1,0,0,0,0,0,68,1,0,"Approve",3,0,0,1,"Independent/Other"
1622908461,0.742021113880517,1953,3,1,6,3,5,2,1,4,"control",2,4,1,4,4,2,9,1,6,9,1,3,6,6,6,3,5,6,6,4,6,4,2,9,4,1,1,1,4,2,1,1,3,1,1.67,3,3,3,3,3,3,3,"BGU_control5",-1,5,1,0,0,0,0,0,68,1,0,"Approve",3,0,0,1,"Independent/Other"
1622908461,0.742021113880517,1953,3,1,6,3,5,2,1,4,"control",2,4,1,4,4,2,9,1,6,9,1,3,6,6,6,3,5,6,6,4,6,4,2,9,4,1,1,1,4,2,1,1,3,1,1.67,3,3,3,3,3,3,3,"BGU_control6",-1,6,1,0,0,0,0,0,68,1,0,"Approve",3,0,0,1,"Independent/Other"
1622908461,0.742021113880517,1953,3,1,6,3,5,2,1,4,"control",2,4,1,4,4,2,9,1,6,9,1,3,6,6,6,3,5,6,6,4,6,4,2,9,4,1,1,1,4,2,1,1,3,1,1.67,3,3,3,3,3,3,3,"BGU_control7",1,7,1,0,0,0,0,0,68,1,0,"Approve",3,0,0,1,"Independent/Other"
1622908461,0.742021113880517,1953,3,1,6,3,5,2,1,4,"control",2,4,1,4,4,2,9,1,6,9,1,3,6,6,6,3,5,6,6,4,6,4,2,9,4,1,1,1,4,2,1,1,3,1,1.67,3,3,3,3,3,3,3,"BGU_control8",-1,8,1,0,0,0,0,0,68,1,0,"Approve",3,0,0,1,"Independent/Other"
1622908461,0.742021113880517,1953,3,1,6,3,5,2,1,4,"control",2,4,1,4,4,2,9,1,6,9,1,3,6,6,6,3,5,6,6,4,6,4,2,9,4,1,1,1,4,2,1,1,3,1,1.67,3,3,3,3,3,3,3,"BGU_control9",-1,9,1,0,0,0,0,0,68,1,0,"Approve",3,0,0,1,"Independent/Other"
1623093665,1.16711658778072,1958,5,1,5,2,7,1,1,4,"TC",2,4,1,3,4,2,1,1,6,1,1,2,6,5,5,3,5,4,6,6,6,4,1,10,5,1,2,2,4,2,3,1,1,1,1.89,3,3,3,2,3,3,3,"BGU_Trumpcon1",-1,1,0,0,1,0,0,1,63,1,1,"Approve",3,0,1,0,"Republican"
1623093665,1.16711658778072,1958,5,1,5,2,7,1,1,4,"TC",2,4,1,3,4,2,1,1,6,1,1,2,6,5,5,3,5,4,6,6,6,4,1,10,5,1,2,2,4,2,3,1,1,1,1.89,3,3,3,2,3,3,3,"BGU_Trumpcon2",-1,2,0,0,1,0,0,1,63,1,1,"Approve",3,0,1,0,"Republican"
1623093665,1.16711658778072,1958,5,1,5,2,7,1,1,4,"TC",2,4,1,3,4,2,1,1,6,1,1,2,6,5,5,3,5,4,6,6,6,4,1,10,5,1,2,2,4,2,3,1,1,1,1.89,3,3,3,2,3,3,3,"BGU_Trumpcon3",-1,3,0,0,1,0,0,1,63,1,1,"Approve",3,0,1,0,"Republican"
1623093665,1.16711658778072,1958,5,1,5,2,7,1,1,4,"TC",2,4,1,3,4,2,1,1,6,1,1,2,6,5,5,3,5,4,6,6,6,4,1,10,5,1,2,2,4,2,3,1,1,1,1.89,3,3,3,2,3,3,3,"BGU_Trumpcon4",-1,4,0,0,1,0,0,1,63,1,1,"Approve",3,0,1,0,"Republican"
1623093665,1.16711658778072,1958,5,1,5,2,7,1,1,4,"TC",2,4,1,3,4,2,1,1,6,1,1,2,6,5,5,3,5,4,6,6,6,4,1,10,5,1,2,2,4,2,3,1,1,1,1.89,3,3,3,2,3,3,3,"BGU_Trumpcon5",-1,5,0,0,1,0,0,1,63,1,1,"Approve",3,0,1,0,"Republican"
1623093665,1.16711658778072,1958,5,1,5,2,7,1,1,4,"TC",2,4,1,3,4,2,1,1,6,1,1,2,6,5,5,3,5,4,6,6,6,4,1,10,5,1,2,2,4,2,3,1,1,1,1.89,3,3,3,2,3,3,3,"BGU_Trumpcon6",-1,6,0,0,1,0,0,1,63,1,1,"Approve",3,0,1,0,"Republican"
1623093665,1.16711658778072,1958,5,1,5,2,7,1,1,4,"TC",2,4,1,3,4,2,1,1,6,1,1,2,6,5,5,3,5,4,6,6,6,4,1,10,5,1,2,2,4,2,3,1,1,1,1.89,3,3,3,2,3,3,3,"BGU_Trumpcon7",1,7,0,0,1,0,0,1,63,1,1,"Approve",3,0,1,0,"Republican"
1623093665,1.16711658778072,1958,5,1,5,2,7,1,1,4,"TC",2,4,1,3,4,2,1,1,6,1,1,2,6,5,5,3,5,4,6,6,6,4,1,10,5,1,2,2,4,2,3,1,1,1,1.89,3,3,3,2,3,3,3,"BGU_Trumpcon8",-1,8,0,0,1,0,0,1,63,1,1,"Approve",3,0,1,0,"Republican"
1623093665,1.16711658778072,1958,5,1,5,2,7,1,1,4,"TC",2,4,1,3,4,2,1,1,6,1,1,2,6,5,5,3,5,4,6,6,6,4,1,10,5,1,2,2,4,2,3,1,1,1,1.89,3,3,3,2,3,3,3,"BGU_Trumpcon9",-1,9,0,0,1,0,0,1,63,1,1,"Approve",3,0,1,0,"Republican"
1623239755,1.29264237500363,1971,5,1,7,2,6,1,1,4,"CFL",4,1,1,1,1,4,1,1,6,1,1,3,6,6,6,6,6,6,6,6,6,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.5,"BGU_friendlib1",1,1,0,0,0,1,0,1,50,1,1,"Approve",3,0,1,0,"Republican"
1623239755,1.29264237500363,1971,5,1,7,2,6,1,1,4,"CFL",4,1,1,1,1,4,1,1,6,1,1,3,6,6,6,6,6,6,6,6,6,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.5,"BGU_friendlib2",1,2,0,0,0,1,0,1,50,1,1,"Approve",3,0,1,0,"Republican"
1623239755,1.29264237500363,1971,5,1,7,2,6,1,1,4,"CFL",4,1,1,1,1,4,1,1,6,1,1,3,6,6,6,6,6,6,6,6,6,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.5,"BGU_friendlib3",1,3,0,0,0,1,0,1,50,1,1,"Approve",3,0,1,0,"Republican"
1623239755,1.29264237500363,1971,5,1,7,2,6,1,1,4,"CFL",4,1,1,1,1,4,1,1,6,1,1,3,6,6,6,6,6,6,6,6,6,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.5,"BGU_friendlib4",-1,4,0,0,0,1,0,1,50,1,1,"Approve",3,0,1,0,"Republican"
1623239755,1.29264237500363,1971,5,1,7,2,6,1,1,4,"CFL",4,1,1,1,1,4,1,1,6,1,1,3,6,6,6,6,6,6,6,6,6,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.5,"BGU_friendlib5",-1,5,0,0,0,1,0,1,50,1,1,"Approve",3,0,1,0,"Republican"
1623239755,1.29264237500363,1971,5,1,7,2,6,1,1,4,"CFL",4,1,1,1,1,4,1,1,6,1,1,3,6,6,6,6,6,6,6,6,6,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.5,"BGU_friendlib6",-1,6,0,0,0,1,0,1,50,1,1,"Approve",3,0,1,0,"Republican"
1623239755,1.29264237500363,1971,5,1,7,2,6,1,1,4,"CFL",4,1,1,1,1,4,1,1,6,1,1,3,6,6,6,6,6,6,6,6,6,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.5,"BGU_friendlib7",-1,7,0,0,0,1,0,1,50,1,1,"Approve",3,0,1,0,"Republican"
1623239755,1.29264237500363,1971,5,1,7,2,6,1,1,4,"CFL",4,1,1,1,1,4,1,1,6,1,1,3,6,6,6,6,6,6,6,6,6,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.5,"BGU_friendlib8",-1,8,0,0,0,1,0,1,50,1,1,"Approve",3,0,1,0,"Republican"
1623239755,1.29264237500363,1971,5,1,7,2,6,1,1,4,"CFL",4,1,1,1,1,4,1,1,6,1,1,3,6,6,6,6,6,6,6,6,6,5,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.5,"BGU_friendlib9",-1,9,0,0,0,1,0,1,50,1,1,"Approve",3,0,1,0,"Republican"
1623257865,0.472574962014329,1958,3,2,2,1,1,1,5,2,"CFL",4,4,3,5,2,2,9,1,6,4,1,9,6,NA,6,6,6,6,5,6,6,2,2,3,3,1,NA,1,1,1,1,2,1,1,1.12,1,3,2,3,1,3,2.25,"BGU_friendlib1",1,1,0,0,0,1,0,1,63,0,1,"Disapprove",1,1,0,0,"Democrat"
1623257865,0.472574962014329,1958,3,2,2,1,1,1,5,2,"CFL",4,4,3,5,2,2,9,1,6,4,1,9,6,NA,6,6,6,6,5,6,6,2,2,3,3,1,NA,1,1,1,1,2,1,1,1.12,1,3,2,3,1,3,2.25,"BGU_friendlib2",1,2,0,0,0,1,0,1,63,0,1,"Disapprove",1,1,0,0,"Democrat"
1623257865,0.472574962014329,1958,3,2,2,1,1,1,5,2,"CFL",4,4,3,5,2,2,9,1,6,4,1,9,6,NA,6,6,6,6,5,6,6,2,2,3,3,1,NA,1,1,1,1,2,1,1,1.12,1,3,2,3,1,3,2.25,"BGU_friendlib3",1,3,0,0,0,1,0,1,63,0,1,"Disapprove",1,1,0,0,"Democrat"
1623257865,0.472574962014329,1958,3,2,2,1,1,1,5,2,"CFL",4,4,3,5,2,2,9,1,6,4,1,9,6,NA,6,6,6,6,5,6,6,2,2,3,3,1,NA,1,1,1,1,2,1,1,1.12,1,3,2,3,1,3,2.25,"BGU_friendlib4",0,4,0,0,0,1,0,1,63,0,1,"Disapprove",1,1,0,0,"Democrat"
1623257865,0.472574962014329,1958,3,2,2,1,1,1,5,2,"CFL",4,4,3,5,2,2,9,1,6,4,1,9,6,NA,6,6,6,6,5,6,6,2,2,3,3,1,NA,1,1,1,1,2,1,1,1.12,1,3,2,3,1,3,2.25,"BGU_friendlib5",1,5,0,0,0,1,0,1,63,0,1,"Disapprove",1,1,0,0,"Democrat"
1623257865,0.472574962014329,1958,3,2,2,1,1,1,5,2,"CFL",4,4,3,5,2,2,9,1,6,4,1,9,6,NA,6,6,6,6,5,6,6,2,2,3,3,1,NA,1,1,1,1,2,1,1,1.12,1,3,2,3,1,3,2.25,"BGU_friendlib6",1,6,0,0,0,1,0,1,63,0,1,"Disapprove",1,1,0,0,"Democrat"
1623257865,0.472574962014329,1958,3,2,2,1,1,1,5,2,"CFL",4,4,3,5,2,2,9,1,6,4,1,9,6,NA,6,6,6,6,5,6,6,2,2,3,3,1,NA,1,1,1,1,2,1,1,1.12,1,3,2,3,1,3,2.25,"BGU_friendlib7",1,7,0,0,0,1,0,1,63,0,1,"Disapprove",1,1,0,0,"Democrat"
